# BEGIN PLOT
Legend=1
LogY=1
Title=Distributions of the transverse momentum of charged hadrons with respect to the jet axis.
XLabel=${jt}$
YLabel=$\frac{1}{N_{\textrm{Z+jet}}} \frac{\textrm{d} N}{\textrm{d}j_{\textrm{T}}}[\textrm{$GeV^{-1}$}]$
YLabelSep=5.5
ErrorBars=1
NormalizeToIntegral=1
LogX=0
XMin=0
XMax=3
CustomLegend=${50} < p_{{\textrm{{T,jet}}}} < {100}$ GeV
DrawOnly=/LHCB_2019_I1730448/d02-x01-y03 //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d02-x01-y03
LegendOnly=/LHCB_2019_I1730448/d02-x01-y03 //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d02-x01-y03
RatioPlot=1
RatioPlotReference=/LHCB_2019_I1730448/d02-x01-y03
# END PLOT

# BEGIN HISTO1D /LHCB_2019_I1730448/d02-x01-y03
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/LHCB_2019_I1730448/d02-x01-y03
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
5.000000e-03	5.000000e-02	3.020000e+00	1.090000e-01	1.090000e-01
5.000000e-02	1.000000e-01	7.560000e+00	1.640000e-01	1.640000e-01
1.000000e-01	1.500000e-01	1.130000e+01	2.010000e-01	2.010000e-01
1.500000e-01	2.000000e-01	1.350000e+01	2.190000e-01	2.190000e-01
2.000000e-01	2.500000e-01	1.390000e+01	2.230000e-01	2.230000e-01
2.500000e-01	3.000000e-01	1.280000e+01	2.140000e-01	2.140000e-01
3.000000e-01	4.000000e-01	1.130000e+01	1.420000e-01	1.420000e-01
4.000000e-01	5.000000e-01	8.440000e+00	1.220000e-01	1.220000e-01
5.000000e-01	6.250000e-01	5.930000e+00	9.180000e-02	9.180000e-02
6.250000e-01	7.500000e-01	3.990000e+00	7.530000e-02	7.530000e-02
7.500000e-01	1.000000e+00	2.180000e+00	3.940000e-02	3.940000e-02
1.000000e+00	1.250000e+00	1.080000e+00	2.770000e-02	2.770000e-02
1.250000e+00	1.500000e+00	5.570000e-01	1.990000e-02	1.990000e-02
1.500000e+00	2.000000e+00	2.480000e-01	9.400000e-03	9.400000e-03
2.000000e+00	3.000000e+00	6.540000e-02	3.410000e-03	3.410000e-03
# END HISTO1D


# BEGIN HISTO1D //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d02-x01-y03
ErrorBars=1
LineColor=red
LineStyle=solid
Path=//work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d02-x01-y03
ScaledBy=4.65116279069767468e-04
Title=Rivet
# xlow	 xhigh	 val	 errminus	 errplus
5.000000e-03	5.000000e-02	3.824289e-01	6.287093e-02	6.287093e-02
5.000000e-02	1.000000e-01	1.041860e+00	9.844655e-02	9.844655e-02
1.000000e-01	1.500000e-01	1.618605e+00	1.227061e-01	1.227061e-01
1.500000e-01	2.000000e-01	2.046512e+00	1.379758e-01	1.379758e-01
2.000000e-01	2.500000e-01	1.860465e+00	1.315547e-01	1.315547e-01
2.500000e-01	3.000000e-01	1.730233e+00	1.268668e-01	1.268668e-01
3.000000e-01	4.000000e-01	1.474419e+00	8.281160e-02	8.281160e-02
4.000000e-01	5.000000e-01	1.069767e+00	7.053838e-02	7.053838e-02
5.000000e-01	6.250000e-01	8.409304e-01	5.593785e-02	5.593785e-02
6.250000e-01	7.500000e-01	4.874418e-01	4.258799e-02	4.258799e-02
7.500000e-01	1.000000e+00	2.958140e-01	2.345957e-02	2.345957e-02
1.000000e+00	1.250000e+00	1.227907e-01	1.511449e-02	1.511449e-02
1.250000e+00	1.500000e+00	6.139536e-02	1.068756e-02	1.068756e-02
1.500000e+00	2.000000e+00	3.627906e-02	5.809300e-03	5.809300e-03
2.000000e+00	3.000000e+00	8.372093e-03	1.973321e-03	1.973321e-03
# END HISTO1D

