# BEGIN PLOT
Legend=1
LogY=1
Title=Distributions of the longitudinal momentum fraction of the hadron with respect to the jet.
XLabel=${z}$
YLabel=$\frac{1}{N_{\textrm{Z+jet}}} \frac{\textrm{d} N}{\textrm{d}z}$
YLabelSep=5.5
ErrorBars=1
NormalizeToIntegral=1
LogX=1
CustomLegend=${50} < p_{{\textrm{{T,jet}}}} < {100}$ GeV
DrawOnly=/LHCB_2019_I1730448/d01-x01-y03 //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d01-x01-y03
LegendOnly=/LHCB_2019_I1730448/d01-x01-y03 //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d01-x01-y03
RatioPlot=1
RatioPlotReference=/LHCB_2019_I1730448/d01-x01-y03
# END PLOT

# BEGIN HISTO1D /LHCB_2019_I1730448/d01-x01-y03
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/LHCB_2019_I1730448/d01-x01-y03
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
4.000000e-03	6.000000e-03	3.710000e+01	1.810000e+00	1.810000e+00
6.000000e-03	8.000000e-03	9.800000e+01	2.950000e+00	2.950000e+00
8.000000e-03	1.000000e-02	1.360000e+02	3.470000e+00	3.470000e+00
1.000000e-02	1.500000e-02	1.450000e+02	2.270000e+00	2.270000e+00
1.500000e-02	2.000000e-02	1.300000e+02	2.150000e+00	2.150000e+00
2.000000e-02	3.000000e-02	1.010000e+02	1.340000e+00	1.340000e+00
3.000000e-02	4.000000e-02	7.310000e+01	1.140000e+00	1.140000e+00
4.000000e-02	5.000000e-02	5.620000e+01	1.000000e+00	1.000000e+00
5.000000e-02	6.000000e-02	4.350000e+01	8.790000e-01	8.790000e-01
6.000000e-02	8.000000e-02	3.310000e+01	5.420000e-01	5.420000e-01
8.000000e-02	1.000000e-01	2.260000e+01	4.480000e-01	4.480000e-01
1.000000e-01	1.250000e-01	1.660000e+01	3.430000e-01	3.430000e-01
1.250000e-01	1.500000e-01	1.160000e+01	2.870000e-01	2.870000e-01
1.500000e-01	2.000000e-01	7.170000e+00	1.600000e-01	1.600000e-01
2.000000e-01	3.000000e-01	3.440000e+00	7.820000e-02	7.820000e-02
3.000000e-01	4.000000e-01	1.490000e+00	5.140000e-02	5.140000e-02
4.000000e-01	5.000000e-01	7.360000e-01	3.620000e-02	3.620000e-02
5.000000e-01	7.500000e-01	2.540000e-01	1.340000e-02	1.340000e-02
# END HISTO1D


# BEGIN HISTO1D //work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d01-x01-y03
ErrorBars=1
LineColor=red
LineStyle=solid
Path=//work/Rivet/Rivet.yoda/LHCB_2019_I1730448/d01-x01-y03
ScaledBy=4.65116279069767468e-04
Title=Rivet
# xlow	 xhigh	 val	 errminus	 errplus
4.000000e-03	6.000000e-03	3.023256e+00	8.385003e-01	8.385003e-01
6.000000e-03	8.000000e-03	1.395349e+01	1.801388e+00	1.801388e+00
8.000000e-03	1.000000e-02	1.697675e+01	1.986978e+00	1.986978e+00
1.000000e-02	1.500000e-02	1.906977e+01	1.331890e+00	1.331890e+00
1.500000e-02	2.000000e-02	1.888372e+01	1.325377e+00	1.325377e+00
2.000000e-02	3.000000e-02	1.293023e+01	7.755038e-01	7.755038e-01
3.000000e-02	4.000000e-02	1.065116e+01	7.038486e-01	7.038486e-01
4.000000e-02	5.000000e-02	8.186047e+00	6.170464e-01	6.170464e-01
5.000000e-02	6.000000e-02	6.697674e+00	5.581395e-01	5.581395e-01
6.000000e-02	8.000000e-02	4.046511e+00	3.067653e-01	3.067653e-01
8.000000e-02	1.000000e-01	3.558139e+00	2.876585e-01	2.876585e-01
1.000000e-01	1.250000e-01	2.455814e+00	2.137512e-01	2.137512e-01
1.250000e-01	1.500000e-01	1.265116e+00	1.534179e-01	1.534179e-01
1.500000e-01	2.000000e-01	8.279070e-01	8.775796e-02	8.775796e-02
2.000000e-01	3.000000e-01	4.186047e-01	4.412480e-02	4.412480e-02
3.000000e-01	4.000000e-01	1.581395e-01	2.712071e-02	2.712071e-02
4.000000e-01	5.000000e-01	8.837209e-02	2.027395e-02	2.027395e-02
5.000000e-01	7.500000e-01	1.674419e-02	5.581395e-03	5.581395e-03
# END HISTO1D

